"direction","Developmental_stage","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"Upregulated","Fetal","TMEFF2",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells; FetalMuscle_Fetal stromal cell","Stromal cells; Fetal stromal cell","Stromal cell"
"Upregulated","Fetal","VIT",0.00015657134123014,3.80528772813135,"Fetal_HCA_Muscle_Stromal cells","Stromal cells","Stromal cell"
"Upregulated","Fetal","AFF3",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Smooth muscle cells","Myeloid cells; Lymphoid cells; Smooth muscle cells","Myeloid cell; Innate lymphoid cell; Smooth muscle cell"
"Upregulated","Fetal","AOAH",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Macrophage; Lymphoid cells","Myeloid cell; Macrophage; Innate lymphoid cell"
"Upregulated","Fetal","APPL2",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"Upregulated","Fetal","C1QA",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","C1QC",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","CD14",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","CD163",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","CDC14A",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"Upregulated","Fetal","CSF1R",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","CSF3R",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","CX3CR1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Macrophage; Lymphoid cells","Myeloid cell; Macrophage; Innate lymphoid cell"
"Upregulated","Fetal","F13A1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","FNBP1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Smooth muscle cells","Myeloid cells; Lymphoid cells; Smooth muscle cells","Myeloid cell; Innate lymphoid cell; Smooth muscle cell"
"Upregulated","Fetal","IFI16",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Smooth muscle cells; FetalMuscle_Endothelial cell","Myeloid cells; Vascular endothelial cells; Macrophage; Lymphoid cells; Smooth muscle cells; Endothelial cell","Myeloid cell; Endothelial cell; Macrophage; Innate lymphoid cell; Smooth muscle cell"
"Upregulated","Fetal","JAK3",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Macrophage; Lymphoid cells","Myeloid cell; Macrophage; Innate lymphoid cell"
"Upregulated","Fetal","KCNAB1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Smooth muscle cells","Myeloid cells; Smooth muscle cells","Myeloid cell; Smooth muscle cell"
"Upregulated","Fetal","LAIR1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","LOXL3",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Schwann cells","Myeloid cells; Schwann cells","Myeloid cell; Schwann cell"
"Upregulated","Fetal","MAML3",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Schwann cells","Myeloid cells; Vascular endothelial cells; Schwann cells","Myeloid cell; Endothelial cell; Schwann cell"
"Upregulated","Fetal","P2RX7",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Schwann cells","Myeloid cells; Macrophage; Schwann cells","Myeloid cell; Macrophage; Schwann cell"
"Upregulated","Fetal","RNF213",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"Upregulated","Fetal","SAMHD1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Schwann cells","Myeloid cells; Macrophage; Lymphoid cells; Schwann cells","Myeloid cell; Macrophage; Innate lymphoid cell; Schwann cell"
"Upregulated","Fetal","SIGLEC1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","STAB1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Macrophage","Myeloid cells; Macrophage","Myeloid cell; Macrophage"
"Upregulated","Fetal","SUSD1",0.00340505174133032,2.46787628439627,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"Upregulated","Fetal","ABI3BP",0.00531564199140089,2.27444427648679,"FetalMuscle_Fetal stromal cell","Fetal stromal cell","Stromal cell"
"Upregulated","Fetal","NUMBL",0.00531564199140089,2.27444427648679,"FetalMuscle_Fetal stromal cell","Fetal stromal cell","Stromal cell"
"Upregulated","Fetal","PENK",0.00531564199140089,2.27444427648679,"FetalMuscle_Fetal stromal cell","Fetal stromal cell","Stromal cell"
"Upregulated","Fetal","ACE",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","APOL3",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Lymphoid cells; Endothelial cell","Endothelial cell; Innate lymphoid cell"
"Upregulated","Fetal","ASAP2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Smooth muscle cells","Vascular endothelial cells; Smooth muscle cells","Endothelial cell; Smooth muscle cell"
"Upregulated","Fetal","GALNT15",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells","Vascular endothelial cells","Endothelial cell"
"Upregulated","Fetal","HID1",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","HLA-A",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Lymphoid cells; Endothelial cell","Endothelial cell; Innate lymphoid cell"
"Upregulated","Fetal","ITGA2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Schwann cells; Endothelial cell","Endothelial cell; Schwann cell"
"Upregulated","Fetal","ITGB4",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Schwann cells","Vascular endothelial cells; Schwann cells","Endothelial cell; Schwann cell"
"Upregulated","Fetal","MMRN1",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","NOTCH1",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Smooth muscle cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Smooth muscle cells; Endothelial cell","Endothelial cell; Smooth muscle cell"
"Upregulated","Fetal","PRKD2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Lymphoid cells; Endothelial cell","Endothelial cell; Innate lymphoid cell"
"Upregulated","Fetal","RASSF2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","SPNS2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","SYNE2",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells","Vascular endothelial cells","Endothelial cell"
"Upregulated","Fetal","TNFSF10",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Lymphoid cells; Endothelial cell","Endothelial cell; Innate lymphoid cell"
"Upregulated","Fetal","VWF",0.010482729780557,1.97952560912146,"Fetal_HCA_Muscle_Vascular endothelial cells; FetalMuscle_Endothelial cell","Vascular endothelial cells; Endothelial cell","Endothelial cell"
"Upregulated","Fetal","CLEC10A",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","FCGR2A",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","HBEGF",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Schwann cells; FetalMuscle_Endothelial cell","Macrophage; Schwann cells; Endothelial cell","Macrophage; Schwann cell; Endothelial cell"
"Upregulated","Fetal","MNDA",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","MRC1",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","RASAL3",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","RGS2",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","S100A9",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","UVSSA",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"Upregulated","Fetal","ZNF217",0.0257561691141653,1.58911873200717,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Lymphoid cells","Macrophage; Innate lymphoid cell"
"Upregulated","Fetal","BUB1B",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","CEP152",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","GLCCI1",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","IL7R",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","KDM4C",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","PSMB8",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Endothelial cell","Lymphoid cells; Endothelial cell","Innate lymphoid cell; Endothelial cell"
"Upregulated","Fetal","TMPO",0.0279603447133179,1.55345747862847,"Fetal_HCA_Muscle_Lymphoid cells","Lymphoid cells","Innate lymphoid cell"
"Upregulated","Fetal","ITGA8",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","ITGB8",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","KMT2E",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","PCDH20",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","PLEKHA4",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","PTPN13",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells; Fetal_HCA_Muscle_Smooth muscle cells","Schwann cells; Smooth muscle cells","Schwann cell; Smooth muscle cell"
"Upregulated","Fetal","RELN",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","SDK1",0.0285888346222193,1.54380354759601,"Fetal_HCA_Muscle_Schwann cells","Schwann cells","Schwann cell"
"Upregulated","Fetal","CRISPLD2",0.038110791715719,1.41895202907626,"Fetal_HCA_Muscle_Smooth muscle cells","Smooth muscle cells","Smooth muscle cell"
"Upregulated","Fetal","EFHD1",0.038110791715719,1.41895202907626,"Fetal_HCA_Muscle_Smooth muscle cells","Smooth muscle cells","Smooth muscle cell"
"Upregulated","Fetal","PHLDB2",0.038110791715719,1.41895202907626,"Fetal_HCA_Muscle_Smooth muscle cells","Smooth muscle cells","Smooth muscle cell"
"Upregulated","Fetal","SLC43A3",0.038110791715719,1.41895202907626,"Fetal_HCA_Muscle_Smooth muscle cells","Smooth muscle cells","Smooth muscle cell"
"Upregulated","Fetal","SYTL2",0.038110791715719,1.41895202907626,"Fetal_HCA_Muscle_Smooth muscle cells","Smooth muscle cells","Smooth muscle cell"
"Upregulated","Fetal","ACKR1",0.0397663322418453,1.40048446334099,"FetalMuscle_Endothelial cell","Endothelial cell","Endothelial cell"
"Upregulated","Fetal","CASP12",0.0397663322418453,1.40048446334099,"FetalMuscle_Endothelial cell","Endothelial cell","Endothelial cell"
"Upregulated","Fetal","CCL23",0.0397663322418453,1.40048446334099,"FetalMuscle_Endothelial cell","Endothelial cell","Endothelial cell"
"Upregulated","Fetal","CCL8",0.0397663322418453,1.40048446334099,"FetalMuscle_Endothelial cell","Endothelial cell","Endothelial cell"
"Upregulated","Fetal","SOCS2",0.0397663322418453,1.40048446334099,"FetalMuscle_Endothelial cell","Endothelial cell","Endothelial cell"
